SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap,Day_Diff,Rel_Close,HL_Ratio,Rel_High,Rel_Low,SMA7,SMA30,SMA60,SMA90,SMA200,CMA,EMA1,EMA2,EMA3,EMA4,EMA5,EMA6,EMA7,EMA8,EMA9,EMA10,Close2
200,Ethereum,ETH,2016-02-23 23:59:59,5.9476399421691895,5.387819766998291,5.684929847717285,5.586209774017334,13380600.0,431598156.705,-0.09872007369995117,-0.01736522285135867,1.1039047702745985,1.0647004288727118,0.964485757777698,4.727417026247297,3.7091323296229044,2.4324557304382326,1.9174047105842167,1.3824109438061714,1.3824109438061714,4.387657214181851,4.900474999493326,5.08125507126723,5.216444445150822,5.3339191480837815,5.429888715162099,5.502312827879695,5.551748915626034,5.579333387622926,5.586209774017334,6.2364702224731445
201,Ethereum,ETH,2016-02-24 23:59:59,6.2364702224731445,5.5092501640319815,5.604050159454347,6.2364702224731445,11426500.0,481995066.499,0.6324200630187979,0.1128505357775697,1.131999825164763,1.0,0.8833923625866724,5.0815927641732355,3.833705671628316,2.5221535176038743,1.9768745687272813,1.4098266699910165,1.4065604924562558,4.57253851501098,5.16767404408929,5.427819616629003,5.624454756079752,5.785194685278463,5.913837619548726,6.01622300409511,6.099525961103723,6.1707565389881225,6.2364702224731445,6.104800224304199
202,Ethereum,ETH,2016-02-25 23:59:59,6.647409915924072,5.551239967346191,6.186709880828857,6.104800224304199,21471800.0,471975063.749,-0.0819096565246582,-0.013239614933048137,1.1974639819258097,1.088882464893717,0.9093237720123593,5.325259957994733,3.9613200108210247,2.609627437591553,2.0350617825984956,1.4368411859869956,1.4298191049901565,4.725764685940303,5.355099280132273,5.630913798931561,5.816592943369531,5.944997454791331,6.02841518240201,6.078227058241472,6.103745371664104,6.111395855772592,6.104800224304199,5.921669960021973
203,Ethereum,ETH,2016-02-26 23:59:59,6.268750190734862,5.7390499114990225,6.037829875946045,5.921669960021973,9526860.0,457966534.807,-0.11615991592407227,-0.019238686466943822,1.0922975557634562,1.0586118836504022,0.9691607182170159,5.49437141418457,4.079090674718221,2.69423852066199,2.0906836377249824,1.4629072958230973,1.4519464491036138,4.845355213348469,5.468413416110213,5.718140647258685,5.858623750030508,5.933333707406652,5.964368048973988,5.968637089487823,5.958085042350398,5.940642549597035,5.921669960021973,6.425859928131104
204,Ethereum,ETH,2016-02-27 23:59:59,6.526919841766357,5.920519828796388,5.9630799293518075,6.425859928131104,8903210.0,497119697.839,0.4627799987792969,0.07760754580889904,1.102423440931748,1.0157270645120715,0.9213583699323353,5.792161396571568,4.209069673220316,2.786785285671552,2.1523197034994763,1.4896972954273224,1.476328377922376,5.003405684826733,5.659902718514391,5.93045643152041,6.085518221270746,6.1795968177688785,6.241263176468258,6.288693076538119,6.332304950974963,6.3773381902776975,6.425859928131104,6.468349933624268
205,Ethereum,ETH,2016-02-28 23:59:59,6.619339942932129,6.238369941711426,6.405509948730469,6.468349933624268,9851660.0,500569665.248,0.06283998489379883,0.009810301661658229,1.061068837657965,1.0233428943791327,0.9644453385681343,6.051408563341413,4.3415160020192465,2.879391818245252,2.214488936132855,1.5159518450498581,1.5006797025843364,5.149900109706487,5.821592161536366,6.0918244821515675,6.238650906212154,6.323973375696573,6.377515230761864,6.414452876498423,6.441140937094406,6.459248759289611,6.468349933624268,6.336989879608153
206,Ethereum,ETH,2016-02-29 23:59:59,6.6145100593566895,6.054289817810059,6.4556498527526855,6.336989879608153,7648020.0,490556569.934,-0.11865997314453214,-0.0183807944747709,1.0925327756690169,1.0437936914877473,0.9553889043269901,6.154335703168597,4.471246997515361,2.9694492826859156,2.275179934501648,1.5384984445571899,1.524156936453384,5.268609086696654,5.924671705150724,6.165374101388543,6.277986495570554,6.330481627652363,6.353200020069638,6.360228778675234,6.357820091105404,6.349215767576299,6.336989879608153,7.653689861297607
207,Ethereum,ETH,2016-03-01 23:59:59,7.908639907836914,6.308849811553955,6.319310188293457,7.653689861297607,23098100.0,592677992.715,1.3343796730041504,0.2111590716778064,1.2535787257691762,1.033310736541405,0.8242886667587485,6.449690001351493,4.649501991271973,3.081210380792618,2.351096377107832,1.5676275438070297,1.5537682066217138,5.50711716415675,6.2704753363801,6.611868829361262,6.828267841861376,6.992085744474985,7.1334939248064195,7.265651536510895,7.394515907259167,7.523242451925476,7.653689861297607,8.465390205383299
208,Ethereum,ETH,2016-03-02 23:59:59,8.753459930419924,7.371300220489503,7.6330299377441415,8.465390205383299,29130200.0,655748795.66,0.8323602676391575,0.10904716402634108,1.187505551067982,1.0340291136081874,0.8707572884002389,6.76810714176723,4.857958666483561,3.2066814839839934,2.4361324568589526,1.6015099948644638,1.5869971585388367,5.802944468279405,6.70945831018074,7.167925242167872,7.483116787270145,7.7287379749291425,7.932631693152548,8.105468604721578,8.251215345758473,8.371175430037516,8.465390205383299,9.294150352478027
209,Ethereum,ETH,2016-03-03 23:59:59,10.097399711608887,8.332030296325684,8.442290306091309,9.294150352478027,40314900.0,720179290.998,0.8518600463867188,0.1009039035025936,1.21187745993455,1.0864252598320292,0.8964811177284407,7.223728588649204,5.086442343393961,3.345385573307673,2.53006700542238,1.640150596499443,1.6238734896103162,6.152065056699267,7.226396718640197,7.805792775260919,8.207530213353298,8.511444163703585,8.749542888747836,8.937545828151093,9.085563351134116,9.201852860233977,9.294150352478027,10.406000137329102
